document_id,title,canonical_path,revision,status,owner,source_commit,legacy_names,supersedes,versioning,last_labelled_revision
PPO-ES06-HTML,Quotation response and negotiation interactive workspace,docs/reference/ui/quoting/PPO-Quotation-Response-and-Negotiation-r01.html,r01,Proposed design; native visual and owner acceptance pending,Dean Fiedler,9921be2439ca479135482c51fbf3ed4b28615f37,,,retained-record,
PPO-ES06-REPORT,Quotation response and negotiation feature report,docs/reference/ui/quoting/PPO-Quotation-Response-and-Negotiation-Report-r01.md,r01,Proposed design; native visual and owner acceptance pending,Dean Fiedler,9921be2439ca479135482c51fbf3ed4b28615f37,,,retained-record,
PPO-ES06-DES,Quotation response and negotiation design and handover,docs/decisions/quotation-response-negotiation-design.md,,Proposed design; native visual and owner acceptance pending,Dean Fiedler,9921be2439ca479135482c51fbf3ed4b28615f37,,,git,r01
PPO-UI-CONFORMANCE,HTML module scope and design conformance,docs/standards/html-module-conformance.md,,Authorised package discipline; individual acceptance separate,Dean Fiedler,9921be2439ca479135482c51fbf3ed4b28615f37,,,git,r01
PPO-ES07-HTML,One-off item resolution and conversion interactive workspace,docs/reference/ui/quoting/PPO-One-Off-Item-Resolution-and-Conversion-r01.html,r01,Proposed design; native visual and owner acceptance pending,Dean Fiedler,8d821e9d764737ab41a753c6fb72342b399428a2,,,retained-record,
PPO-ES07-REPORT,One-off item resolution and conversion feature report,docs/reference/ui/quoting/PPO-One-Off-Item-Resolution-and-Conversion-Report-r01.md,r01,Proposed design; native visual and owner acceptance pending,Dean Fiedler,8d821e9d764737ab41a753c6fb72342b399428a2,,,retained-record,
PPO-ES07-DES,One-off item resolution and conversion design and handover,docs/decisions/item-resolution-conversion-design.md,,Proposed design; native visual and owner acceptance pending,Dean Fiedler,8d821e9d764737ab41a753c6fb72342b399428a2,,,git,r01
PPO-CR03-DES,Sales-to-Delivery Handover design and receiving handover,docs/decisions/sales-delivery-handover-design.md,,Authorised design creation; owner acceptance and application integration separate,Dean Fiedler,0769a16dd842e9dc1c349a853036ab71949e7807,,,git,r01
PPO-CR03-HTML,Sales-to-Delivery Handover interactive workspace,docs/reference/ui/crm/PPO-Sales-to-Delivery-Handover-Workspace-r01.html,r01,Proposed CR-03 design; owner acceptance separate,Dean Fiedler,0769a16dd842e9dc1c349a853036ab71949e7807,,,retained-record,
PPO-CR03-HTML-REPORT,Sales-to-Delivery Handover workspace detailed companion report,docs/reference/ui/crm/PPO-Sales-to-Delivery-Handover-Workspace-Report-r01.md,r01,Proposed CR-03 design; owner acceptance separate,Dean Fiedler,0769a16dd842e9dc1c349a853036ab71949e7807,,,retained-record,
PPO-CR03-VERIFY,Sales-to-Delivery Handover r01 verification,docs/testing/evidence/sales-delivery-handover-r01/README.md,r01,25 model and 29 native browser groups passed; pinned-runtime and device review outstanding,Dean Fiedler,0769a16dd842e9dc1c349a853036ab71949e7807,,,retained-record,
PPO-ES08-WORKSPACE-DES,Specialist configuration design and handover,docs/decisions/specialist-screen-systems-design.md,,Source-informed successor; exact verification in handover; specialist acceptance separate,Dean Fiedler,0602db2b82013b5869b41bd1b88c623a9bc81f6b,,,git,r02
PPO-ES08-WORKSPACE-HTML,Specialist configuration Screen Systems interactive workbench,docs/reference/ui/specialist/PPO-Specialist-Configuration-Workbench-r01.html,r01,Verified standalone design; 27 model and 23 native groups; specialist acceptance separate,Dean Fiedler,0602db2b82013b5869b41bd1b88c623a9bc81f6b,,,retained-record,
PPO-ES08-WORKSPACE-RPT,Specialist configuration detailed companion report,docs/reference/ui/specialist/PPO-Specialist-Configuration-Workbench-Report-r01.md,r01,Verified standalone design; 27 model and 23 native groups; specialist acceptance separate,Dean Fiedler,0602db2b82013b5869b41bd1b88c623a9bc81f6b,,,retained-record,
PPO-ES08-WORKSPACE-HTML-R02,Specialist configuration source-informed Screen Systems workbench,docs/reference/ui/specialist/PPO-Specialist-Configuration-Workbench-r02.html,r02,Proposed source-informed design; engineering and application acceptance separate,Dean Fiedler,07eb34d5df5ea430c365da78e160cb6aa0b76f20,,PPO-ES08-WORKSPACE-HTML,retained-record,
PPO-ES08-WORKSPACE-RPT-R02,Specialist configuration source audit and detailed design report,docs/reference/ui/specialist/PPO-Specialist-Configuration-Workbench-Report-r02.md,r02,Proposed source-informed design; engineering and application acceptance separate,Dean Fiedler,07eb34d5df5ea430c365da78e160cb6aa0b76f20,,PPO-ES08-WORKSPACE-RPT,retained-record,
PPO-CS01-HTML,Customer 360 workspace interactive HTML,docs/reference/ui/customers/PPO-Customer-360-Workspace-r01.html,r01,Proposed CS-01 design; 87 model/DOM and 12 native browser groups passed; owner acceptance separate,Dean Fiedler,0769a16dd842e9dc1c349a853036ab71949e7807,,,retained-record,
PPO-CS01-REPORT,Customer 360 workspace design report,docs/reference/ui/customers/PPO-Customer-360-Workspace-Report-r01.md,r01,Detailed companion report to the proposed CS-01 design,Dean Fiedler,0769a16dd842e9dc1c349a853036ab71949e7807,,,retained-record,
PPO-CS01-DES,Customer 360 workspace design and receiving handover,docs/decisions/customer-360-workspace-design.md,,Proposed design delivered for review; application integration separate,Dean Fiedler,0769a16dd842e9dc1c349a853036ab71949e7807,,,git,r01
PPO-CS01-SOURCES,Customer 360 design sources and build,docs/design/customer-360/README.md,r01,Maintained sources; the issued HTML is generated from them,Dean Fiedler,0769a16dd842e9dc1c349a853036ab71949e7807,,,retained-record,
PPO-CS01-EVIDENCE,Customer 360 r01 verification evidence,docs/testing/evidence/customer-360-r01/README.md,r01,Design verification only; no business or device acceptance claimed,Dean Fiedler,0769a16dd842e9dc1c349a853036ab71949e7807,,,retained-record,
PPO-ES10-WORKSPACE-DES,Reference cases and calibration proposals design and receiving handover,docs/decisions/reference-calibration-design.md,,Authorised standalone design; acceptance and integration separate,Dean Fiedler,d565a9de01b94aa7ad3fffe3a996f78c3aee589b,,,git,r01
PPO-ES10-WORKSPACE-HTML,Reference cases and calibration proposals interactive workspace,docs/reference/ui/reference-calibration/PPO-Reference-Cases-and-Calibration-Proposals-r01.html,r01,Proposed synthetic HTML design,Dean Fiedler,d565a9de01b94aa7ad3fffe3a996f78c3aee589b,,,retained-record,
PPO-ES10-WORKSPACE-REPORT,Reference cases and calibration proposals detailed report,docs/reference/ui/reference-calibration/PPO-Reference-Cases-and-Calibration-Proposals-Report-r01.md,r01,Proposed design report; actual verification linked separately,Dean Fiedler,d565a9de01b94aa7ad3fffe3a996f78c3aee589b,,,retained-record,
PPO-CS-ACCESS-HTML,Site Access and Horticultural Readiness interactive workspace,docs/reference/ui/site-access/PPO-Site-Access-and-Horticultural-Readiness-r01.html,r01,Proposed standalone design; owner acceptance and application integration separate,Dean Fiedler,07eb34d5df5ea430c365da78e160cb6aa0b76f20,,,retained-record,
PPO-CS-ACCESS-REPORT,Site Access and Horticultural Readiness detailed feature report,docs/reference/ui/site-access/PPO-Site-Access-and-Horticultural-Readiness-Report-r01.md,r01,Proposed standalone design; owner acceptance and application integration separate,Dean Fiedler,07eb34d5df5ea430c365da78e160cb6aa0b76f20,,,retained-record,
PPO-CS-ACCESS-DES,Site Access and Horticultural Readiness design handover,docs/decisions/site-access-readiness-design.md,,Proposed standalone design; owner acceptance and application integration separate,Dean Fiedler,07eb34d5df5ea430c365da78e160cb6aa0b76f20,,,git,r01
PPO-KNOWLEDGE-DES,Knowledge search and article detail design and handover,docs/decisions/knowledge-search-article-design.md,,Proposed design; local verification passed; native review and integration pending,Dean Fiedler,07eb34d5df5ea430c365da78e160cb6aa0b76f20,,,git,r01
PPO-KNOWLEDGE-HTML,Knowledge search and article detail interactive HTML,docs/reference/ui/knowledge/PPO-Knowledge-Search-and-Article-Detail-r01.html,r01,Proposed design; local verification passed; native review and integration pending,Dean Fiedler,07eb34d5df5ea430c365da78e160cb6aa0b76f20,,,retained-record,
PPO-KNOWLEDGE-REPORT,Knowledge search and article detail companion report,docs/reference/ui/knowledge/PPO-Knowledge-Search-and-Article-Detail-Report-r01.md,r01,Proposed design; local verification passed; native review and integration pending,Dean Fiedler,07eb34d5df5ea430c365da78e160cb6aa0b76f20,,,retained-record,
PPO-SH06-DES,Cross-module approvals and handover inbox design,docs/decisions/cross-module-approvals-handover-design.md,,Proposed standalone design; owner acceptance and runtime integration separate,Dean Fiedler,e1b705acc5457dab6fc0b6a2f0c977132cbd2215,,,git,r01
PPO-SH06-HTML,Cross-module approvals and handover inbox interactive HTML,docs/reference/ui/approvals-handover/PPO-Cross-Module-Approvals-and-Handover-Inbox-r01.html,r01,Proposed standalone design; owner acceptance and runtime integration separate,Dean Fiedler,e1b705acc5457dab6fc0b6a2f0c977132cbd2215,,,retained-record,
PPO-SH06-REPORT,Cross-module approvals and handover inbox detailed report,docs/reference/ui/approvals-handover/PPO-Cross-Module-Approvals-and-Handover-Inbox-Report-r01.md,r01,Proposed standalone design; owner acceptance and runtime integration separate,Dean Fiedler,e1b705acc5457dab6fc0b6a2f0c977132cbd2215,,,retained-record,
PPO-ES04-DES,Estimate Review and Pricing Exceptions design and receiving handover,docs/decisions/estimate-review-pricing-exceptions-design.md,,Proposed standalone design; acceptance and integration separate,Dean Fiedler,e1b705acc5457dab6fc0b6a2f0c977132cbd2215,,,git,r01
PPO-ES04-REPORT,Estimate Review and Pricing Exceptions â€” Feature and Design Report,docs/reference/ui/estimate-review/PPO-Estimate-Review-and-Pricing-Exceptions-Report-r01.md,r01,Proposed standalone design; acceptance and integration separate,Dean Fiedler,e1b705acc5457dab6fc0b6a2f0c977132cbd2215,,,retained-record,
PPO-SHELL-HTML,Application Shell r17 reference,docs/reference/ui/application-shell/PPO-Application-Shell-r17.html,r17,Authorised integration reference; native review pending,Dean Fiedler,e1b705acc5457dab6fc0b6a2f0c977132cbd2215,,,retained-record,
PPO-SHELL-REPORT,Application Shell r17 companion report,docs/reference/ui/application-shell/PPO-Application-Shell-Report-r17.md,r17,Retained standalone report; implementation evidence in handover,Dean Fiedler,e1b705acc5457dab6fc0b6a2f0c977132cbd2215,,,retained-record,
PPO-SHELL-DEC,Application Shell r17 integration,docs/decisions/application-shell-integration.md,r01,Authorised implementation for PR review; deployment pending,Dean Fiedler,e1b705acc5457dab6fc0b6a2f0c977132cbd2215,,,retained-record,
PPO-SHELL-HO,Application Shell implementation handover,docs/delivery/application-shell-handover.md,r01,Implementation prepared; PR checks and owner review pending,Dean Fiedler,e1b705acc5457dab6fc0b6a2f0c977132cbd2215,,,retained-record,
PPO-SUPPLIER-PRICING-REPORT,Supplier Pricing and Cost Sources â€” Detailed Design Report,docs/reference/ui/supplier-pricing/PPO-Supplier-Pricing-and-Cost-Sources-Report-r01.md,r01,Proposed standalone design; owner acceptance and application integration separate,Dean Fiedler,d565a9de01b94aa7ad3fffe3a996f78c3aee589b,,,retained-record,
PPO-SUPPLIER-PRICING-DEC,Supplier Pricing and Cost Sources design and receiving handover,docs/decisions/supplier-pricing-cost-sources-design.md,,Authorised standalone design; owner acceptance and application integration separate,Dean Fiedler,d565a9de01b94aa7ad3fffe3a996f78c3aee589b,,,git,r01
PPO-DOCLIB-DES,Document Register and Linked Library design and receiving handover,docs/decisions/document-register-linked-library-design.md,,Authorised standalone design; owner acceptance and application integration separate,Dean Fiedler,aa94dcdcb1dd08798be240325857c3d32d04af02,,,git,r01
PPO-DOCLIB-UI,Document Register and Linked Library interactive workspace,docs/reference/ui/document-library/PPO-Document-Register-and-Linked-Library-r01.html,r01,Authorised standalone design; owner acceptance and application integration separate,Dean Fiedler,aa94dcdcb1dd08798be240325857c3d32d04af02,,,retained-record,
PPO-DOCLIB-RPT,Document Register and Linked Library â€” Detailed Design Report,docs/reference/ui/document-library/PPO-Document-Register-and-Linked-Library-Report-r01.md,r01,Authorised standalone design; owner acceptance and application integration separate,Dean Fiedler,aa94dcdcb1dd08798be240325857c3d32d04af02,,,retained-record,
PPO-DK06-HTML,Document and Form Template Management interactive workspace,docs/reference/ui/template-management/PPO-Document-and-Form-Template-Management-r01.html,r01,Proposed standalone design; owner acceptance and application integration separate,Dean Fiedler,a5406a81c02d37c4a23e75c1b71c7653fcec0d80,,,retained-record,
PPO-DK06-REPORT,Document and Form Template Management â€” Detailed Design Report,docs/reference/ui/template-management/PPO-Document-and-Form-Template-Management-Report-r01.md,r01,Proposed standalone design; owner acceptance and application integration separate,Dean Fiedler,a5406a81c02d37c4a23e75c1b71c7653fcec0d80,,,retained-record,
PPO-DK06-DEC,Document and form template management design and receiving handover,docs/decisions/document-form-template-management-design.md,,Authorised standalone design; owner acceptance and application integration separate,Dean Fiedler,a5406a81c02d37c4a23e75c1b71c7653fcec0d80,,,git,r01
PPO-DK03-PLAN,DK-03 Output Issue and Distribution Centre build plan,docs/delivery/output-issue-distribution-build-plan.md,,Stable working copy of the issued r01 plan; B1-B6 delivered,Dean Fiedler,81b0d401edc1c2ea31e5440c3416befe335219e3,,,git,r01
PPO-DK03-DES,Output Issue and Distribution Centre design and receiving handover,docs/decisions/output-issue-distribution-design.md,,Standalone DK-03 design delivered; owner acceptance and application integration separate,Dean Fiedler,81b0d401edc1c2ea31e5440c3416befe335219e3,,,git,r01
PPO-DK03-UI,Output Issue and Distribution Centre interactive workspace,docs/reference/ui/output-distribution/PPO-Output-Issue-and-Distribution-Centre-r01.html,r01,Standalone DK-03 design delivered; owner acceptance and application integration separate,Dean Fiedler,81b0d401edc1c2ea31e5440c3416befe335219e3,,,retained-record,
PPO-DK03-REPORT,Output Issue and Distribution Centre - Detailed Design Report,docs/reference/ui/output-distribution/PPO-Output-Issue-and-Distribution-Centre-Report-r01.md,r01,Standalone DK-03 design delivered; owner acceptance and application integration separate,Dean Fiedler,81b0d401edc1c2ea31e5440c3416befe335219e3,,,retained-record,
PPO-DEAL-WORKSPACE-REPORT,Deal Workspace â€” Detailed Design Report,docs/reference/ui/crm/PPO-Deal-Workspace-Report-r01.md,r01,Authorised standalone design; acceptance and runtime integration separate,Dean Fiedler,aa94dcdcb1dd08798be240325857c3d32d04af02,,,retained-record,
PPO-DEAL-WORKSPACE-DEC,Deal Workspace design and receiving handover,docs/decisions/deal-workspace-design.md,,Authorised standalone design; acceptance and runtime integration separate,Dean Fiedler,aa94dcdcb1dd08798be240325857c3d32d04af02,,,git,r01
PPO-DEAL-WORKSPACE-SOURCES,Deal Workspace design sources and build,docs/design/deal-workspace/README.md,r01,Authorised standalone design; acceptance and runtime integration separate,Dean Fiedler,aa94dcdcb1dd08798be240325857c3d32d04af02,,,retained-record,
PPO-DEAL-WORKSPACE-EVIDENCE,Deal Workspace r01 verification evidence,docs/testing/evidence/deal-workspace-r01/README.md,r01,Authorised standalone design; acceptance and runtime integration separate,Dean Fiedler,aa94dcdcb1dd08798be240325857c3d32d04af02,,,retained-record,
PPO-ES09-DES,ES-09 Estimate-to-Actual Outcome Review design and receiving handover,docs/decisions/estimate-actual-outcome-review-design.md,,Proposed standalone design; owner acceptance and application integration separate,Dean Fiedler,0769a16dd842e9dc1c349a853036ab71949e7807,,,git,r01
PPO-ES09-HTML,ES-09 Estimate-to-Actual Outcome Review interactive workspace,docs/reference/ui/estimate-actual-review/PPO-Estimate-to-Actual-Outcome-Review-r01.html,r01,Proposed standalone design; 39 model and 29 native browser groups passed; owner acceptance separate,Dean Fiedler,0769a16dd842e9dc1c349a853036ab71949e7807,,,retained-record,
PPO-ES09-REPORT,ES-09 Estimate-to-Actual Outcome Review detailed design report,docs/reference/ui/estimate-actual-review/PPO-Estimate-to-Actual-Outcome-Review-Report-r01.md,r01,Proposed standalone design; owner acceptance and application integration separate,Dean Fiedler,0769a16dd842e9dc1c349a853036ab71949e7807,,,retained-record,
PPO-ES09-VERIFY,ES-09 Estimate-to-Actual Outcome Review r01 verification evidence,docs/testing/evidence/estimate-actual-review-r01/README.md,r01,Executed local verification; pinned-runtime CI and owner acceptance separate,Dean Fiedler,0769a16dd842e9dc1c349a853036ab71949e7807,,,retained-record,
PPO-PR-REPAIR-20260917,Pull request repair and integration â€” 17 September 2026,docs/testing/pr-repair-2026-09-17.md,r01,Repair evidence; authoritative merge and CI results remain in GitHub,Dean Fiedler,636a604b97342507bdab8f1ef405e8636cce429b,,,retained-record,
PPO-AD01-R01-PLAN,AD-01 Users Roles Teams and Access Review build plan,docs/delivery/users-roles-access-review-build-plan.md,,Authorised r01 plan; corrections recorded in the report,Dean Fiedler,efd4d4e33f5fc4ef2a4605455ed8d4c66e0ddc39,,,git,r01
PPO-AD01-DES,Users Roles Teams and Access Review design and receiving handover,docs/decisions/users-roles-access-review-design.md,,Standalone AD-01 design delivered; owner acceptance and application integration separate,Dean Fiedler,efd4d4e33f5fc4ef2a4605455ed8d4c66e0ddc39,,,git,r01
PPO-AD01-UI,Users Roles Teams and Access Review interactive workspace,docs/reference/ui/access-review/PPO-Users-Roles-and-Access-Review-r01.html,r01,Standalone AD-01 design delivered; owner acceptance and application integration separate,Dean Fiedler,efd4d4e33f5fc4ef2a4605455ed8d4c66e0ddc39,,,retained-record,
PPO-AD01-RPT,Users Roles Teams and Access Review detailed design report,docs/reference/ui/access-review/PPO-Users-Roles-and-Access-Review-Report-r01.md,r01,Standalone AD-01 design delivered; owner acceptance and application integration separate,Dean Fiedler,efd4d4e33f5fc4ef2a4605455ed8d4c66e0ddc39,,,retained-record,
PPO-AD01-CHANGE,Users Roles Teams and Access Review r01 change record,docs/reference/ui/access-review/PPO-Users-Roles-and-Access-Review-r01-change-record.md,r01,First issue record,Dean Fiedler,efd4d4e33f5fc4ef2a4605455ed8d4c66e0ddc39,,,retained-record,
PPO-AD01-VERIFY,Users Roles Teams and Access Review r01 verification evidence,docs/testing/evidence/access-review-r01/README.md,r01,Executed local verification on a substitute browser; pinned-runtime CI and owner review pending,Dean Fiedler,efd4d4e33f5fc4ef2a4605455ed8d4c66e0ddc39,,,retained-record,
PPO-009-R38-INTEGRATION,Deals r38 native application integration,docs/decisions/crm-deals-r38-integration.md,r01,Authorised integration; exact checks and publication remain in PR,Dean Fiedler,86802e9cbaa7f0f72a5108018802a3d95e0a4285,,,retained-record,
PPO-009-R38-HTML,Deals pipeline r38 uploaded design,docs/reference/ui/crm/ppo-deal-pipeline_r38.html,r38,Exact uploaded reference; source remains synthetic and session-only,Dean Fiedler,86802e9cbaa7f0f72a5108018802a3d95e0a4285,,,retained-record,
PPO-EN02-PLAN,EN-02 Design Basis and Interface Register build plan,docs/delivery/engineering-basis-interface-register-build-plan.md,,Retained planning source; delivered status in companion report,Dean Fiedler,108b1600152ee12443c75ffaf7feb7cc857316f5,,,git,r01
PPO-EN02-DES,Design Basis and Interface Register design and receiving handover,docs/decisions/engineering-basis-interface-register-design.md,,Authorised standalone build; native browser and owner review pending,Dean Fiedler,108b1600152ee12443c75ffaf7feb7cc857316f5,,,git,r01
PPO-EN02-SRC,EN-02 standalone source and rebuild guide,docs/design/engineering-basis/README.md,r01,Synthetic design source; native browser review pending,Dean Fiedler,108b1600152ee12443c75ffaf7feb7cc857316f5,,,retained-record,
PPO-EN02-RPT,EN-02 Design Basis and Interface Register delivered feature report,docs/reference/ui/engineering-basis/PPO-Design-Basis-and-Interface-Register-Report-r01.md,r01,HTML built; model and DOM checks passed; native browser review pending,Dean Fiedler,108b1600152ee12443c75ffaf7feb7cc857316f5,,,retained-record,
PPO-EN02-VERIFY,EN-02 r01 actual verification record,docs/testing/evidence/engineering-basis-r01/README.md,r01,Model and DOM checks passed; native browser review not completed,Dean Fiedler,108b1600152ee12443c75ffaf7feb7cc857316f5,,,retained-record,
PPO-AD03-PLAN,AD-03 Data Quality Workbench build plan,docs/delivery/data-quality-workbench-build-plan.md,,Retained pre-build plan; delivered scope reconciled in the report,Dean Fiedler,86802e9cbaa7f0f72a5108018802a3d95e0a4285,,,git,r01
PPO-AD03-DES,Data Quality Workbench design and repository handover,docs/decisions/data-quality-workbench-design.md,,User-authorised standalone design publication; acceptance and runtime integration separate,Dean Fiedler,108b1600152ee12443c75ffaf7feb7cc857316f5,,,git,r01
PPO-AD03-UI,Data Quality Workbench issued HTML,docs/reference/ui/data-quality/PPO-Data-Quality-Workbench-r01.html,r01,Exact issued r01 retained; original source and verification identities preserved,Dean Fiedler,108b1600152ee12443c75ffaf7feb7cc857316f5,,,retained-record,
PPO-AD03-REPORT,AD-03 Data Quality Workbench Delivered HTML Report,docs/reference/ui/data-quality/PPO-Data-Quality-Workbench-Report-r01.md,r01,Exact pre-publication report retained; subsequent repository publication in handover,Dean Fiedler,108b1600152ee12443c75ffaf7feb7cc857316f5,,,retained-record,
PPO-AD03-WORKING,Data Quality Workbench maintained preview,docs/reference/ui/data-quality/PPO-Data-Quality-Workbench-working.html,r01,Versionless maintained preview; lint/import housekeeping; owner acceptance separate,Dean Fiedler,108b1600152ee12443c75ffaf7feb7cc857316f5,,,retained-record,
PPO-AD03-VERIFY,Data Quality Workbench r01 verification evidence,docs/testing/evidence/data-quality-r01/README.md,r01,Original and fresh maintained-preview checks; pinned-runtime CI and acceptance separate,Dean Fiedler,108b1600152ee12443c75ffaf7feb7cc857316f5,,,retained-record,
PPO-CS02-R01-PLAN,CS-02 / CS-03 Contacts Stakeholders and Relationships build plan,docs/delivery/contacts-stakeholders-build-plan.md,,Proposed r01 plan; two corrections and one re-opened decision recorded in the report,Dean Fiedler,01b9824a63e468b393265b159fa681f83f6e668c,,,git,r01
PPO-CS02-DES,Contacts Stakeholders and Relationships design and receiving handover,docs/decisions/contacts-stakeholders-design.md,,"Standalone CS-02 / CS-03 design delivered; owner acceptance, the open role vocabulary and application integration separate",Dean Fiedler,01b9824a63e468b393265b159fa681f83f6e668c,,,git,r01
PPO-CS02-HTML,Contacts Stakeholders and Relationships interactive workspace,docs/reference/ui/customers/PPO-Contacts-Stakeholders-and-Relationships-r01.html,r01,Proposed CS-02 / CS-03 design; 103 model and 62 native browser groups passed; owner acceptance separate,Dean Fiedler,01b9824a63e468b393265b159fa681f83f6e668c,,,retained-record,
PPO-CS02-REPORT,Contacts Stakeholders and Relationships detailed design report,docs/reference/ui/customers/PPO-Contacts-Stakeholders-and-Relationships-Report-r01.md,r01,Detailed companion report to the proposed CS-02 / CS-03 design,Dean Fiedler,01b9824a63e468b393265b159fa681f83f6e668c,,,retained-record,
PPO-CS02-CHANGE,Contacts Stakeholders and Relationships r01 change record,docs/reference/ui/customers/PPO-Contacts-Stakeholders-and-Relationships-r01-change-record.md,r01,First issue record,Dean Fiedler,01b9824a63e468b393265b159fa681f83f6e668c,,,retained-record,
PPO-CS02-SOURCES,Contacts Stakeholders and Relationships design sources and build,docs/design/contacts/README.md,r01,Maintained sources; the issued HTML is generated from them deterministically,Dean Fiedler,01b9824a63e468b393265b159fa681f83f6e668c,,,retained-record,
PPO-CS02-VERIFY,Contacts Stakeholders and Relationships r01 verification evidence,docs/testing/evidence/contacts-r01/README.md,r01,Executed local verification on the pinned Chrome channel; CI execution and owner visual review pending,Dean Fiedler,01b9824a63e468b393265b159fa681f83f6e668c,,,retained-record,
PPO-STD-002,"Repository structure, layer model and naming",docs/standards/PPO-STD-002-repository-structure.md,,Adopted as a forward target,Dean Fiedler - private prototype,ade6d3db1b31db6e6377ac5f38b316c9e5e8e7ed,,,git,r03
PPO-SC06-PLAN,SC-06 Job Pack application integration build plan,docs/delivery/job-pack-integration-build-plan.md,,Authorised plan; D1-D10 decided; I1 merged (#256) and I2 merged (#257); I3 in review; I4-I7 and I5 not yet delivered,Dean Fiedler,540b2b7e463ad68d5f552d006ea7cae6d75fbff8,,,git,r01
PPO-SC06-BUILD-REPORT,SC-06 Job Pack build report for completing the live module,docs/delivery/job-pack-build-report.md,,Draft 2 working copy; not reviewed; D6-D10 adopted 23 September 2026,Dean Fiedler,4c8fd6dba83794f6c64aee6859cadb913401fd64,,,git,
PPO-EN06-PLAN,EN-06 Released Materials and Substitutions local application build plan,docs/delivery/engineering-materials-substitutions-build-plan.md,,Retained planning source supplied by the owner; delivered status in the integration record,Dean Fiedler,99c32aed5032393b7658713cca53aa4c1a2ab2dd,,,git,r02
PPO-EN06-INT,EN-06 Released Materials and Substitutions application integration,docs/decisions/engineering-materials-substitutions-design.md,,Implemented and merged to main as PR #265 on 20 September 2026; visual and business acceptance and technical authority remain separate,Dean Fiedler,99c32aed5032393b7658713cca53aa4c1a2ab2dd,,,git,r01
PPO-EN06-HO,EN-06 Released Materials and Substitutions local handover,docs/delivery/engineering-materials-substitutions-handover.md,r01,Local synthetic increment merged to main as PR #265 on 20 September 2026; visual and business acceptance pending,Dean Fiedler,99c32aed5032393b7658713cca53aa4c1a2ab2dd,,,retained-record,
PPO-EN06-EVD,EN-06 Released Materials and Substitutions local verification record,docs/testing/evidence/engineering-materials-local-r01/README.md,r01,Local component evidence; database suite unexecuted locally and first run by the CI of PR #265; not a parent acceptance pass,Dean Fiedler,99c32aed5032393b7658713cca53aa4c1a2ab2dd,,,retained-record,
PPO-ADR-0035,Structured ES-02 discovery and exact saved reads,docs/decisions/ADR-0035-es02-structured-discovery.md,r01,Implemented and verified in synthetic scope; owner acceptance pending,Dean Fiedler,0b3669c2367898968c59829c917e1b05d8dfbac8,,,retained-record,
PPO-ES02-HANDOVER,ES-02 Estimation Wizard continuation and handover,docs/delivery/es02-estimation-wizard-handover.md,r01,Implemented and verified for synthetic owner review,Dean Fiedler,0b3669c2367898968c59829c917e1b05d8dfbac8,,,retained-record,
PPO-ES-02-REFINEMENT-PLAN,Estimation Wizard refinement build plan,docs/reference/ui/estimating/PPO-ES-02-Estimation-Wizard-Discovery-Alternatives-and-Revisions-Refinement-Build-Plan-r04.md,r04,Issued user-supplied implementation specification; retained unchanged,Dean Fiedler,b4806afeb0ded1931b844a997621e2e300f7c7b6,,,retained-record,
PPO-ES-02-VSCODE-IMPLEMENTATION-PROMPT,Estimation Wizard implementation prompt,docs/reference/ui/estimating/PPO-ES-02-Estimation-Wizard-VS-Code-Implementation-Prompt-r03.md,r03,Issued user-supplied implementation instructions; retained unchanged,Dean Fiedler,b4806afeb0ded1931b844a997621e2e300f7c7b6,,,retained-record,
PPO-ES02-EVD,ES-02 native verification record,docs/testing/evidence/es02-native-r01/README.md,r01,Local and CI synthetic verification passed; owner acceptance separate,Dean Fiedler,8ed8b0c5dadad9a48d972a9bff39b6953ad4e55b,,,retained-record,
PPO-ADR-0034,Native specialist configuration and exact estimate contributions,docs/decisions/ADR-0034-es08-specialist-workbench.md,r01,Implemented for synthetic review; owner acceptance pending,Dean Fiedler,b421c7c0a0ea56ca312c3385f566d982e5984918,,,retained-record,
PPO-ES08-HANDOVER,ES-08 native Specialist Configuration Workbench handover,docs/delivery/es08-specialist-workbench-handover.md,r01,Implemented and verified in synthetic scope; owner acceptance pending,Dean Fiedler,b421c7c0a0ea56ca312c3385f566d982e5984918,,,retained-record,
PPO-ES08-FIELDS,ES-08 derived typed field contract,docs/delivery/es08-field-contract.csv,r01,Derived technical bounds; not approved engineering ranges,Dean Fiedler,b421c7c0a0ea56ca312c3385f566d982e5984918,,,retained-record,
PPO-ES08-EVD,ES-08 native verification record,docs/testing/evidence/es08-native-r01/README.md,r01,Verified in synthetic scope; owner acceptance separate,Dean Fiedler,b421c7c0a0ea56ca312c3385f566d982e5984918,,,retained-record,
PPO-ES08-VSCODE-IMPLEMENTATION-PROMPT,Specialist Configuration Workbench implementation prompt,docs/reference/ui/specialist/PPO-ES-08-Specialist-Configuration-Workbench-VS-Code-Implementation-Prompt-r02.md,r02,Issued user-supplied implementation specification; retained unchanged,Dean Fiedler,b421c7c0a0ea56ca312c3385f566d982e5984918,,,retained-record,
PPO-ES08-NATIVE-BUILD-PLAN,Specialist Configuration Workbench native build plan,docs/reference/ui/specialist/PPO-ES-08-Specialist-Configuration-Workbench-Native-Build-Plan-r02.md,r02,Issued user-supplied implementation specification; retained unchanged,Dean Fiedler,b421c7c0a0ea56ca312c3385f566d982e5984918,,,retained-record,
